CustomerID,Age,Income,Location,EmploymentStatus,LoanAmount,TenureMonths,InterestRate,LoanType,MissedPayments,DelaysDays,PartialPayments,InteractionAttempts,SentimentScore,ResponseTimeHours,AppUsageFrequency,WebsiteVisits,Complaints,Target
CUST1010,32,665106,Suburban,Self-Employed,354860,19,8.59,Auto,2,133,0,4,-0.8,18.27,0.63,36,0,0
CUST1011,32,1183389,Suburban,Salaried,119830,29,9.02,Auto,1,134,1,8,0.47,44.35,0.42,6,0,0
CUST1012,45,530577,Rural,Unemployed,968203,56,9.5,Business,3,36,1,7,-0.1,29.13,0.96,7,0,1
CUST1013,55,1123904,Suburban,Unemployed,341757,55,6.75,Business,3,52,2,8,-0.35,1.35,0.73,22,0,0
CUST1014,59,1488083,Rural,Self-Employed,151377,28,11.92,Personal,4,17,1,4,0.71,9.46,0.06,13,1,1
CUST1015,43,1331705,Rural,Salaried,486800,29,11.58,Home,1,37,1,7,0.19,23.74,0.74,3,0,0
CUST1016,23,1320609,Suburban,Student,959805,42,11.75,Auto,1,128,1,3,0.04,40.9,0.02,20,0,0
CUST1017,42,1671370,Suburban,Salaried,855288,41,7.93,Personal,1,43,1,4,0.49,63.53,0.65,45,2,1
CUST1018,21,1896612,Urban,Unemployed,571837,37,8.71,Business,1,46,1,2,0.63,57.06,0.21,9,0,0
CUST1019,45,343547,Rural,Unemployed,729142,31,11.87,Personal,2,34,0,4,0.37,40.06,0.7,21,1,1
CUST1020,63,773641,Urban,Salaried,976964,49,11.2,Business,0,59,3,2,-0.12,5.78,0.31,29,2,1
CUST1021,49,1496832,Suburban,Salaried,374250,35,10.7,Education,1,89,3,4,-0.24,20.94,0.87,29,0,0
CUST1022,59,1041877,Urban,Student,754860,6,9.38,Business,2,51,3,4,0.54,26.72,0.34,15,0,1
CUST1023,23,1300863,Rural,Student,459982,54,14.76,Business,4,7,0,5,0.04,44.95,0.62,10,0,1
CUST1024,42,1432846,Urban,Salaried,845666,51,8.89,Business,0,106,0,8,0.41,5.14,0.29,21,0,0
CUST1025,52,469283,Rural,Salaried,179354,10,10.07,Home,0,168,0,0,0.78,38.41,0.92,28,1,0
CUST1026,32,1644549,Suburban,Salaried,258862,14,11.96,Business,1,130,1,9,0.83,64.95,0.78,24,1,0
CUST1027,43,507003,Suburban,Salaried,83400,53,10.72,Auto,1,141,0,5,-0.44,50.94,0.24,13,1,1
CUST1028,64,1088854,Rural,Self-Employed,394045,15,9.05,Auto,4,95,0,0,-0.62,57.49,0.95,13,0,0
CUST1029,46,1249795,Suburban,Salaried,592653,43,9.7,Personal,2,25,0,5,-0.48,49.24,0.36,1,0,0
CUST1030,48,1612701,Suburban,Student,709011,24,13.05,Home,2,110,0,1,0.5,15.27,0.65,12,0,0
CUST1031,62,1525552,Suburban,Unemployed,442429,5,9.36,Personal,2,122,2,7,-0.26,8.4,0.74,2,1,1
CUST1032,47,1200720,Suburban,Self-Employed,479117,17,7.71,Auto,5,167,1,2,-0.65,59.81,0.02,29,0,0
CUST1033,35,1386311,Rural,Salaried,69777,41,9.46,Auto,3,50,0,9,-0.8,50.23,0.96,17,0,1
CUST1034,34,1837496,Urban,Unemployed,672372,14,14.22,Education,4,122,2,5,-0.35,41.62,0.34,35,1,1
CUST1035,63,1704797,Urban,Self-Employed,990188,50,7.76,Business,3,4,1,5,-0.73,14.03,0.19,20,0,0
CUST1036,24,1380599,Suburban,Unemployed,423317,52,14.83,Auto,0,76,3,3,-0.69,43.64,0.85,18,0,1
CUST1037,56,1932526,Urban,Salaried,390554,49,11.6,Personal,3,159,3,4,0.37,2.74,0.7,15,0,0
CUST1038,28,1320191,Urban,Salaried,734360,38,14.57,Personal,2,0,3,1,-0.96,9,0.09,27,1,0
CUST1039,42,443320,Suburban,Student,817278,39,14.78,Business,3,10,2,9,-0.76,22.8,0.12,3,1,0
CUST1040,30,1527999,Suburban,Salaried,398748,10,10.15,Business,3,7,2,9,0.69,32.23,0.72,14,0,0
CUST1041,60,1642215,Urban,Salaried,65275,55,7.89,Education,1,152,1,7,0.69,9.12,0.07,0,0,0
CUST1042,39,1483464,Rural,Self-Employed,100035,43,7.7,Education,1,167,4,9,-0.34,9.08,0.92,47,0,0
CUST1043,23,241058,Suburban,Student,317133,21,8.74,Personal,4,31,1,6,-0.82,52.4,0.74,46,1,1
CUST1044,44,353804,Rural,Self-Employed,361129,17,12.04,Business,0,27,0,9,0.41,41.23,0.34,15,1,0
CUST1045,35,1310053,Urban,Unemployed,694457,54,8.72,Personal,2,130,3,5,-0.28,38.66,0.36,19,2,1
CUST1046,30,1338019,Suburban,Salaried,602823,34,9.8,Personal,3,127,0,6,-0.91,32.85,0.51,32,0,0
CUST1047,45,581475,Rural,Unemployed,423315,60,10.01,Auto,1,61,1,0,-0.68,70.32,0.36,16,2,1
CUST1048,22,1881528,Suburban,Self-Employed,450527,55,13.96,Personal,0,26,0,4,-0.73,4.06,0.78,4,0,0
CUST1049,41,1573623,Urban,Salaried,873592,40,8.11,Auto,3,44,2,6,0.18,13.41,0.97,4,0,0
CUST1050,47,358099,Rural,Salaried,305493,56,6.54,Personal,2,104,1,0,0.8,46.8,0.58,38,0,1
CUST1051,27,1477659,Urban,Self-Employed,726117,28,6.91,Home,1,91,1,1,0.59,10.25,0.45,12,0,1
CUST1052,63,612905,Urban,Self-Employed,96695,31,14.49,Education,2,24,0,8,0.09,42.64,0.22,43,0,0
CUST1053,29,531638,Suburban,Self-Employed,616756,33,12.2,Auto,1,43,2,2,-0.16,41.09,0.65,35,1,0
CUST1054,54,1234529,Rural,Self-Employed,636035,54,9.22,Business,0,173,0,5,0.24,69.93,0.69,29,1,1
CUST1055,35,1786577,Urban,Self-Employed,819343,19,8.31,Home,2,141,0,6,-0.11,63.66,0.69,3,1,1
CUST1056,38,1603838,Urban,Salaried,69183,11,9.1,Personal,0,135,0,8,-0.51,68.11,0.03,22,1,0
CUST1057,56,1880834,Rural,Self-Employed,267227,33,7.48,Auto,3,175,1,4,0.36,8.62,0.9,20,0,0
CUST1058,59,778571,Urban,Salaried,221282,16,14.9,Personal,2,141,0,3,0.75,62.57,0.34,20,1,1
CUST1059,24,548880,Urban,Salaried,544279,33,13.47,Personal,4,79,2,1,-0.25,9.73,0.74,5,0,0
CUST1060,21,1241259,Rural,Self-Employed,555098,32,10.03,Personal,1,81,2,2,0.68,45.75,0.76,23,0,0
CUST1061,25,1260053,Rural,Self-Employed,270320,26,14.35,Education,0,134,1,4,-0.14,51.99,0.65,46,1,0
CUST1062,62,1874638,Rural,Student,74681,33,8.82,Education,0,87,0,1,-0.2,12,0.39,30,1,0
CUST1063,24,1477393,Rural,Salaried,506296,23,12.7,Business,4,176,0,3,-0.94,45.74,0.61,18,0,0
CUST1064,49,1330807,Suburban,Self-Employed,908433,49,14.08,Auto,0,126,1,0,0.39,4.25,0.04,37,1,1
CUST1065,38,582064,Rural,Self-Employed,642043,45,9.33,Home,5,54,0,3,0.62,21.47,0.76,11,1,1
CUST1066,46,1622305,Suburban,Self-Employed,650897,47,13.14,Home,0,140,1,6,0.33,66.36,0.1,13,0,1
CUST1067,63,254158,Suburban,Student,197276,55,8.61,Home,3,55,0,2,-0.7,12.78,0.4,49,0,0
CUST1068,53,1117524,Suburban,Student,415138,26,9.24,Personal,2,14,0,9,-0.79,5.17,0.1,11,0,0
CUST1069,29,335670,Urban,Unemployed,228312,50,7.81,Education,1,57,1,7,0.15,32.22,0.84,14,0,1
CUST1070,55,1234813,Suburban,Salaried,305057,46,10.64,Auto,1,162,1,5,-0.2,61.32,0.55,18,1,0
CUST1071,34,1440233,Suburban,Unemployed,813312,43,12.4,Personal,1,87,2,5,-0.14,5.98,0.69,27,0,1
CUST1072,51,361180,Urban,Self-Employed,821372,56,14.89,Education,2,96,0,0,0.94,25.92,0.68,39,0,0
CUST1073,34,1080913,Urban,Student,686736,57,11.23,Education,3,143,0,4,0.45,64.83,0.84,40,2,1
CUST1074,27,746200,Urban,Student,709150,30,13.64,Auto,2,7,0,2,-0.18,8.95,0.13,4,0,0
CUST1075,34,889723,Rural,Unemployed,229403,53,13.99,Auto,3,172,0,9,-0.96,22.71,0.66,4,0,0
CUST1076,43,382220,Urban,Student,507557,39,8.27,Auto,3,39,0,0,-0.93,56.16,0.58,5,2,1
CUST1077,60,335264,Urban,Self-Employed,581358,58,10.93,Personal,1,13,0,7,0.37,39.34,0.03,22,0,0
CUST1078,40,455417,Suburban,Student,812469,53,7.69,Business,2,52,1,6,0.68,60.01,0.2,2,0,1
CUST1079,35,1054677,Urban,Unemployed,935053,40,12.8,Auto,2,126,1,6,0.42,8.48,0.27,36,0,1
CUST1080,38,878276,Rural,Self-Employed,554809,51,14.97,Business,2,154,0,9,-0.19,66.32,0.07,32,1,1
CUST1081,43,1039206,Urban,Unemployed,844084,12,7.17,Personal,4,174,0,9,-0.94,67.35,0.35,42,1,1
CUST1082,47,1452271,Rural,Student,117245,50,12.84,Business,1,79,1,9,0.93,11.6,0.03,20,0,1
CUST1083,44,1797126,Urban,Unemployed,192268,54,11.77,Home,0,114,0,3,0.97,2.92,0.55,19,1,1
CUST1084,62,349681,Urban,Unemployed,166632,38,11.96,Business,1,133,2,5,0.1,71.27,0.21,0,1,1
CUST1085,50,816665,Urban,Salaried,374869,46,10.32,Auto,2,54,0,8,-0.86,34.98,0.29,38,0,0
CUST1086,36,523821,Urban,Student,281972,18,9.62,Personal,0,43,3,2,0.08,41.4,0.91,46,1,1
CUST1087,22,1089151,Rural,Student,517871,55,6.48,Auto,1,17,1,8,0.78,44.54,0.5,16,0,0
CUST1088,44,205774,Rural,Unemployed,286652,9,8.25,Home,0,15,1,3,0.36,56.96,0.27,28,1,0
CUST1089,26,1025371,Suburban,Salaried,927681,39,7.13,Auto,2,11,1,4,0.44,58.56,0.6,7,0,0
CUST1090,29,1314895,Rural,Student,71472,18,11.54,Auto,2,147,5,6,-0.83,14.37,0.2,25,1,1
CUST1091,43,687512,Urban,Self-Employed,576934,20,7.7,Auto,3,44,0,5,-0.79,17.42,0.07,27,0,0
CUST1092,22,1972705,Suburban,Unemployed,856565,25,13.82,Education,0,92,2,9,-0.75,63.19,0.02,33,0,1
CUST1093,65,1338464,Suburban,Student,915218,37,10.75,Home,5,21,1,7,0.81,59.1,0.95,25,0,0
CUST1094,29,560884,Suburban,Self-Employed,710181,54,12.55,Auto,5,96,0,7,0.05,44.66,0.72,12,1,1
CUST1095,43,1449956,Urban,Student,470479,14,10.49,Auto,1,46,1,7,0.58,71.62,0.8,43,0,0
CUST1096,31,967367,Rural,Self-Employed,214423,24,11.36,Auto,4,28,0,2,-0.77,53.07,0.98,36,0,1
CUST1097,36,654462,Urban,Unemployed,175084,44,14.01,Personal,2,44,0,9,0.86,15.93,0.93,12,0,1
CUST1098,28,1199771,Suburban,Student,690052,26,7.1,Education,3,76,0,5,0.64,61.04,0.74,37,1,0
CUST1099,56,1447225,Urban,Student,504983,43,9.16,Personal,2,8,1,6,-0.55,30.15,0.69,24,1,0
CUST1100,54,664477,Urban,Salaried,527165,18,13.23,Education,3,23,1,8,0.75,3.08,0.34,46,1,0
CUST1101,54,1366368,Rural,Unemployed,452022,51,7.54,Auto,2,14,1,9,-0.47,23.48,0.1,22,0,1
CUST1102,26,329481,Rural,Self-Employed,557044,7,7.14,Home,2,163,2,9,-0.59,55.09,0.57,21,0,1
CUST1103,61,845359,Suburban,Student,475947,17,9.67,Business,2,12,2,3,-0.47,69.15,0.58,20,0,0
CUST1104,59,1275999,Urban,Student,345320,44,7.48,Business,2,90,0,4,0.82,20.24,0.95,29,0,1
CUST1105,60,504723,Urban,Self-Employed,704400,8,11.97,Auto,0,171,2,7,0.83,18.13,0.44,10,0,0
CUST1106,49,354588,Rural,Unemployed,616642,34,8.32,Personal,4,100,0,0,-0.34,40.8,0.69,3,0,0
CUST1107,28,1387477,Urban,Salaried,426365,52,14.51,Home,4,70,3,5,0.41,58.54,0.57,32,1,0
CUST1108,28,867759,Urban,Salaried,777444,15,13.36,Education,1,121,1,3,0.35,53.88,0.18,46,1,1
CUST1109,27,618638,Urban,Student,656429,57,12.45,Auto,3,75,0,4,0.61,40.54,0.59,11,1,0
CUST1110,31,688758,Rural,Self-Employed,184081,52,11.24,Home,0,163,2,4,-0.41,45.64,0.54,8,1,0
CUST1111,55,1350283,Suburban,Student,969287,47,13.84,Home,2,115,1,1,0.02,17.81,0.49,31,0,0
CUST1112,52,1943654,Suburban,Self-Employed,593891,24,8.9,Education,0,60,2,7,0.34,31.43,0.51,10,1,0
CUST1113,43,1438538,Urban,Salaried,46270,13,14.12,Home,3,167,0,1,-0.95,18.76,0.16,36,0,0
CUST1114,44,1644790,Suburban,Unemployed,729574,13,13.61,Personal,2,125,4,3,-0.25,63.74,0.46,23,1,1
CUST1115,58,567393,Rural,Self-Employed,215632,47,13.06,Personal,1,154,0,4,0.39,8.55,0.61,6,0,1
CUST1116,54,1889294,Rural,Salaried,422571,30,11.67,Personal,0,0,0,0,-0.49,49.1,0.49,7,0,0
CUST1117,63,515801,Suburban,Student,210067,45,8.49,Home,0,161,1,5,0.92,19.11,0.49,32,1,0
CUST1118,59,632000,Suburban,Self-Employed,173529,53,10.4,Personal,4,67,0,1,-0.94,34.5,0.08,24,2,1
CUST1119,42,1259543,Urban,Unemployed,990018,33,13.15,Education,2,87,2,4,0.92,21.91,0.19,0,0,0
CUST1120,46,255082,Suburban,Student,80238,38,6.37,Home,2,20,2,5,-0.57,23.61,0.32,2,1,1
CUST1121,56,668423,Urban,Student,810745,58,13.15,Business,3,160,1,7,-0.9,19.12,0.42,39,1,1
CUST1122,21,1017599,Urban,Salaried,108474,41,8.44,Home,5,134,0,8,-0.42,54.32,0.59,27,1,1
CUST1123,56,1265315,Rural,Self-Employed,287129,13,7.73,Education,3,2,0,5,0.57,26.65,0.86,42,0,0
CUST1124,56,1071929,Rural,Student,706472,22,7.78,Business,0,50,1,4,0.5,52.43,0.16,32,0,0
CUST1125,35,208184,Rural,Unemployed,393061,27,7.13,Home,0,78,3,3,-0.58,33.11,0.02,45,0,1
CUST1126,22,241286,Rural,Self-Employed,270826,6,10.85,Personal,2,94,0,1,-0.61,39.63,0.45,0,0,1
CUST1127,22,1165252,Suburban,Unemployed,245391,50,8.46,Auto,2,122,0,1,0.29,39.35,0.43,37,0,0
CUST1128,24,1444349,Rural,Student,926443,45,15.41,Auto,2,5,1,6,-0.08,70.27,0.55,26,0,0
CUST1129,45,1172052,Suburban,Unemployed,904180,47,10.98,Personal,3,156,0,4,0.58,26.74,0.83,37,0,1
CUST1130,33,671999,Rural,Salaried,780976,43,7.37,Auto,0,16,1,6,-0.95,15.35,0.8,34,0,0
CUST1131,59,835663,Suburban,Unemployed,386718,55,12.35,Auto,0,116,1,0,0.22,65.69,0.1,9,0,0
CUST1132,48,1810105,Urban,Self-Employed,554435,47,13.73,Personal,3,59,0,0,0.46,13,0.93,11,2,1
CUST1133,29,1325943,Suburban,Unemployed,808124,43,12.93,Personal,2,149,0,4,0.99,60.16,0.11,9,0,0
CUST1134,36,1782050,Suburban,Unemployed,464337,22,7.45,Home,3,151,1,1,0.36,11.24,0.63,33,0,0
CUST1135,35,1079561,Rural,Salaried,720846,35,14.12,Home,1,124,3,7,-0.54,47.6,0.67,23,1,1
CUST1136,46,462105,Suburban,Unemployed,231497,24,12.95,Personal,3,80,1,2,-0.78,11.26,0.68,27,1,1
CUST1137,63,877020,Urban,Unemployed,256950,39,7.95,Education,3,84,2,0,0.28,66.5,0.27,21,1,1
CUST1138,32,766594,Urban,Student,758443,26,7.44,Auto,1,50,1,1,0.05,40.9,0.33,44,0,0
CUST1139,52,1481099,Rural,Student,236897,17,11.34,Home,3,177,0,9,0.8,24.04,0.55,15,0,0
CUST1140,58,843758,Urban,Self-Employed,624598,20,8.03,Auto,4,138,0,9,0.45,10.53,0.2,12,0,0
CUST1141,52,1189769,Suburban,Student,325404,11,14.09,Business,2,70,1,6,0.02,27.04,0.02,35,1,1
CUST1142,24,1006819,Urban,Student,541830,29,9.75,Personal,1,169,0,5,-0.19,50.91,0.56,35,1,1
CUST1143,49,697667,Rural,Student,499311,12,14.26,Education,4,38,1,7,-0.19,28.02,0.47,42,2,1
CUST1144,57,1572623,Suburban,Student,923760,47,11.41,Business,1,68,1,6,-0.55,18.1,0.66,22,2,1
CUST1145,44,1009529,Rural,Salaried,943445,58,8.55,Business,1,47,0,9,-0.97,41.78,0.15,13,1,1
CUST1146,59,1434330,Suburban,Student,645313,30,7.99,Business,3,124,1,7,0.15,30.37,0.84,31,2,1
CUST1147,36,561328,Urban,Salaried,384541,10,11.8,Personal,1,56,1,2,-0.58,12.36,0.15,2,1,1
CUST1148,63,1106007,Rural,Salaried,661005,32,13.28,Home,4,20,1,5,-0.58,11.51,0.89,26,0,0
CUST1149,49,325834,Rural,Student,294903,22,13.64,Personal,3,81,2,6,-0.75,51.08,0.45,18,0,0
CUST1150,56,1260400,Suburban,Unemployed,999690,8,8.94,Home,0,98,1,9,-0.62,70.19,0.55,21,1,1
CUST1151,32,1771485,Rural,Salaried,883384,9,7.84,Business,2,147,1,0,-0.94,17.17,0.9,0,2,1
CUST1152,52,1960181,Suburban,Unemployed,240884,20,7.04,Business,3,14,1,0,0.35,55.78,0.3,4,0,0
CUST1153,27,1361905,Suburban,Unemployed,868851,42,11.97,Education,2,68,2,6,-0.2,6.76,0.18,48,0,1
CUST1154,41,315144,Suburban,Student,992463,55,6.85,Home,1,178,2,2,0.12,27.78,0.45,32,0,0
CUST1155,48,1501810,Suburban,Self-Employed,865071,8,9.78,Business,4,75,0,2,0.27,36.73,0.24,18,1,0
CUST1156,22,750926,Urban,Student,131557,45,11.61,Auto,1,61,1,4,0.94,19.72,0.53,35,0,1
CUST1157,63,177476,Suburban,Self-Employed,800074,45,13.97,Education,1,118,2,5,-0.86,38.36,0.28,5,1,0
CUST1158,25,1198174,Rural,Self-Employed,741174,27,9.25,Personal,0,36,1,1,-0.16,63.61,0.86,14,0,1
CUST1159,48,999264,Urban,Student,214397,54,8.12,Education,3,133,0,2,-0.51,68.03,0.61,35,1,0
CUST1160,49,534818,Rural,Student,132107,35,11.86,Auto,0,25,0,5,-0.05,7.69,0,32,1,0
CUST1161,64,1441207,Urban,Self-Employed,845888,12,12.26,Home,2,7,1,2,0.84,19.94,0.81,23,0,0
CUST1162,63,1911278,Suburban,Student,889160,55,9.72,Personal,1,3,0,4,0.45,70.51,0.33,26,1,1
CUST1163,39,1875779,Urban,Self-Employed,508125,14,13.99,Personal,1,20,1,8,0.32,19.83,0.32,48,0,0
CUST1164,50,1459328,Urban,Unemployed,423741,35,13.28,Home,2,158,0,2,-0.12,50.03,0.38,10,2,1
CUST1165,32,1812965,Rural,Student,291829,25,7.9,Education,4,148,0,5,0.34,18.62,0.63,48,1,1
CUST1166,47,1269832,Rural,Unemployed,605630,54,9.03,Business,4,24,1,4,-0.94,25.98,0.44,22,1,1
CUST1167,45,1398104,Suburban,Salaried,264318,13,10.45,Education,3,142,0,4,0.17,14.18,0.63,32,1,1
CUST1168,60,908746,Urban,Unemployed,603595,7,13.58,Auto,4,162,2,5,0.11,61.73,0.15,40,1,1
CUST1169,52,1758269,Urban,Unemployed,231539,50,6.57,Business,1,176,0,5,-0.31,63.61,0.97,45,1,1
CUST1170,20,972823,Urban,Self-Employed,824395,54,11.89,Education,2,42,1,0,-0.6,21.73,0.73,46,2,1
CUST1171,46,1676103,Suburban,Unemployed,457322,27,11.91,Home,1,168,0,8,0.62,59.39,0.25,28,0,1
CUST1172,32,372297,Suburban,Student,537971,26,8.87,Auto,1,36,0,4,-0.89,26.11,0.72,30,0,1
CUST1173,61,637728,Suburban,Self-Employed,203715,40,12.29,Auto,4,41,1,0,-0.86,7.58,0.58,0,1,1
CUST1174,24,1311867,Suburban,Salaried,546935,8,14.59,Auto,2,174,1,7,-0.12,54.7,0.11,33,1,1
CUST1175,58,424160,Suburban,Student,991524,10,7,Business,0,91,1,6,-0.49,43.15,0.18,17,1,0
CUST1176,26,1283157,Rural,Salaried,178311,6,8.92,Personal,3,60,1,6,0.49,20.12,0.04,17,0,0
CUST1177,28,1999050,Urban,Unemployed,540306,10,10.12,Business,1,141,1,4,0.27,18.59,0.81,5,1,1
CUST1178,48,1457399,Urban,Student,139884,17,14.24,Education,2,67,4,0,0.55,70.26,0.55,39,0,1
CUST1179,28,1845858,Urban,Student,177746,31,14.48,Personal,2,52,0,8,-0.35,62.17,0.32,0,0,0
CUST1180,56,839033,Urban,Salaried,544217,49,9.77,Education,0,83,1,8,0.48,58.4,0.13,46,1,0
CUST1181,53,1901856,Urban,Student,576984,29,12.48,Personal,2,33,1,7,0.72,9.65,0.48,41,0,1
CUST1182,63,456036,Urban,Student,237114,30,10.92,Business,5,75,4,4,-0.31,54.5,0.53,29,2,1
CUST1183,64,1369046,Urban,Student,947729,28,11.37,Auto,2,96,0,2,-0.32,15.84,0.7,3,1,1
CUST1184,45,647656,Urban,Unemployed,440895,56,8.96,Home,3,151,0,7,0.8,70.38,0.97,31,0,1
CUST1185,36,739316,Rural,Salaried,811843,29,8.74,Auto,0,147,0,0,-0.9,4.22,0.43,9,1,1
CUST1186,51,1059524,Urban,Student,289267,31,8.65,Business,2,29,3,2,-0.3,25.68,0.41,42,0,0
CUST1187,52,861099,Rural,Self-Employed,99776,51,10.93,Personal,1,87,0,6,-0.76,31.15,0.37,4,2,1
CUST1188,43,1537237,Suburban,Self-Employed,279545,50,6.35,Auto,3,6,0,3,-0.94,59.43,0.83,8,0,0
CUST1189,62,1345513,Urban,Self-Employed,752416,38,14.71,Business,2,35,0,6,-0.77,55.28,0.16,4,0,1
CUST1190,32,1649835,Suburban,Self-Employed,799335,39,7.33,Education,1,37,0,4,-0.14,27.31,0.34,10,1,1
CUST1191,58,752353,Suburban,Unemployed,894952,9,8.37,Home,2,51,1,5,0.37,40.94,0.72,34,0,1
CUST1192,22,1800812,Suburban,Student,682786,43,10.61,Auto,1,142,0,6,-0.42,60.25,0.02,26,0,1
CUST1193,23,485253,Rural,Salaried,102809,50,12.74,Personal,2,173,0,9,0.7,1.8,0.29,3,0,1
CUST1194,56,1135635,Suburban,Student,336726,49,7.31,Education,5,150,1,6,-0.12,57.86,0.64,9,0,0
CUST1195,37,1387727,Suburban,Unemployed,982654,56,9.7,Business,3,139,1,6,0.94,68.2,0.19,38,0,1
CUST1196,22,1865787,Suburban,Self-Employed,924770,47,14.23,Home,4,171,1,6,0.91,2.79,0.3,32,0,1
CUST1197,21,1490202,Urban,Unemployed,939706,46,8.83,Personal,2,142,2,6,0.55,3.76,0.49,37,0,0
CUST1198,48,1570963,Urban,Student,399290,21,9.26,Business,2,92,1,2,0.86,25.13,0.42,7,0,1
CUST1199,43,1537172,Rural,Salaried,733986,39,13.81,Business,0,106,1,2,0.41,6.78,0.11,48,0,0
CUST1200,57,1348649,Rural,Unemployed,147020,55,6.83,Auto,2,125,1,6,0.79,34.77,0.94,23,0,0
CUST1201,52,1635358,Urban,Salaried,602038,26,10.25,Auto,1,48,0,1,-0.53,52.6,0.04,38,0,0
CUST1202,52,1181573,Rural,Unemployed,863992,16,9.93,Personal,1,20,1,1,-0.31,41.03,0.75,32,0,0
CUST1203,20,1084858,Urban,Salaried,579170,13,9.69,Business,2,14,0,2,0.51,14.54,0.07,40,0,0
CUST1204,39,386148,Suburban,Salaried,264585,55,8.63,Auto,3,13,2,3,-0.15,47.32,0.47,42,0,0
CUST1205,22,1986439,Suburban,Self-Employed,942930,50,6.98,Home,1,41,1,5,0.67,49.47,0.18,18,0,0
CUST1206,64,1841198,Rural,Salaried,452384,41,9.68,Home,2,14,1,7,0.76,67.17,0.14,1,0,0
CUST1207,47,843237,Urban,Self-Employed,411020,46,6.97,Business,1,62,0,9,-0.4,11,0.13,10,0,0
CUST1208,52,1498367,Urban,Student,698392,29,13.54,Auto,2,26,3,9,0.65,50,0.45,34,1,1
CUST1209,26,1151856,Rural,Student,630618,45,9.78,Personal,1,92,2,6,-0.69,65.67,0.52,16,1,0
CUST1210,52,1385861,Urban,Self-Employed,928974,59,10.27,Personal,1,104,2,3,-0.33,36.36,0.13,41,0,0
CUST1211,23,1258785,Suburban,Self-Employed,769727,10,13.9,Personal,3,52,1,1,0.04,26.37,0.98,2,1,1
CUST1212,30,1420167,Rural,Unemployed,648305,49,11.79,Home,3,51,1,1,-0.55,12.71,0.26,21,0,0
CUST1213,37,714113,Rural,Unemployed,337464,29,6.77,Auto,1,62,1,3,0.16,62.48,0.46,34,1,1
CUST1214,59,1541301,Urban,Unemployed,422915,24,14.12,Auto,0,56,1,5,0.16,28.69,0.22,20,0,0
CUST1215,45,280372,Rural,Student,316488,19,8.32,Home,3,119,1,2,-0.59,66.63,0.49,24,0,0
CUST1216,25,799763,Urban,Unemployed,506371,30,7.21,Personal,3,51,0,5,0.59,61.11,0.76,38,2,1
CUST1217,55,1018539,Urban,Salaried,921906,21,13.03,Personal,3,106,0,4,0.26,27.43,0.52,1,0,0
CUST1218,27,1569262,Urban,Salaried,429039,9,11.15,Business,0,42,1,4,-0.36,41.53,0.29,0,1,1
CUST1219,41,638311,Urban,Unemployed,350791,35,10.29,Education,0,134,0,1,-0.54,2.44,0.25,6,0,1
CUST1220,30,1891543,Urban,Salaried,858600,26,9.12,Auto,0,116,0,7,0.76,19.32,0.76,19,1,1
CUST1221,37,630361,Rural,Student,210181,15,11.45,Auto,4,169,0,4,0.67,51.28,0.12,42,1,1
CUST1222,52,646624,Suburban,Salaried,120865,34,9.13,Auto,1,3,2,1,-0.54,48.97,0.37,5,1,1
CUST1223,28,1558358,Suburban,Student,534331,54,13.86,Education,3,132,3,6,-0.93,25.77,0.15,35,0,0
CUST1224,25,1264631,Rural,Self-Employed,731604,44,8.43,Business,0,79,1,8,0.61,58.32,0.26,20,0,0
CUST1225,36,1926585,Rural,Self-Employed,458822,28,13.82,Education,0,40,1,8,0.23,17.36,0.15,45,0,0
CUST1226,49,594909,Suburban,Self-Employed,526881,19,10.95,Personal,4,131,2,0,-0.8,33.48,0.89,34,0,1
CUST1227,24,1870727,Suburban,Self-Employed,655350,39,14.04,Personal,1,1,2,6,0.17,34.29,0.73,35,0,0
CUST1228,40,673472,Suburban,Salaried,817254,51,12.86,Auto,2,148,0,8,-0.1,24.87,0.56,7,0,0
CUST1229,55,1614243,Suburban,Unemployed,655679,56,12.82,Home,4,42,2,5,0.55,68.76,0.22,49,0,1
CUST1230,40,801797,Suburban,Salaried,675845,51,9.36,Auto,1,81,1,0,-0.58,50.31,0.51,3,0,0
CUST1231,45,233924,Urban,Student,690221,52,8.69,Home,0,107,0,1,-0.09,39.05,0.52,42,0,0
CUST1232,22,671701,Rural,Salaried,298685,27,8.69,Education,1,136,0,3,-0.69,37,0.59,15,0,1
CUST1233,39,921632,Urban,Salaried,191195,51,13.99,Personal,2,155,0,3,0.92,11.89,0.06,2,0,0
CUST1234,39,1174867,Suburban,Student,841000,22,13.07,Home,1,25,1,1,0.56,27.11,0.97,6,1,0
CUST1235,51,1085718,Suburban,Self-Employed,899692,45,10.44,Education,1,81,2,7,0.47,48.6,0.47,1,0,0
CUST1236,26,853088,Suburban,Self-Employed,526662,26,7.53,Personal,1,82,0,1,0.38,66.61,0.93,0,0,0
CUST1237,62,1278376,Urban,Self-Employed,368992,6,9.75,Home,3,130,0,2,-0.15,58.88,0.01,0,0,1
CUST1238,54,1079969,Urban,Unemployed,47419,43,11.76,Auto,1,72,1,3,0.85,21.98,0.25,37,0,1
CUST1239,60,484242,Suburban,Student,354453,13,9.96,Auto,1,99,0,8,-0.85,31.53,0.1,6,0,0
CUST1240,60,666554,Urban,Student,744414,49,13.03,Auto,3,48,2,9,0.61,6.43,0.77,23,1,1
